scheduler,arrival_rate_txs,workload,trial_id,window_ms_setting,l_target_ms,offered,admitted,dropped,verified,verified_recorded,drop_fraction,served_rate_proofs_s,served_fraction,mean_throughput_proofs_s,std_throughput,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,std_latency_ms,coeff_variation,mean_cpu_pct,peak_cpu_pct,mean_memory_gb,mean_buffer_occupancy_pct,max_buffer_occupancy_pct,mean_batch_size,final_tx_queue,final_buffer,idc,sim_seconds
fixed,1000.0,poisson,2,100.0,150.0,30000,30000,0,30000,27449,0.0,985.6374823799531,0.9856374823799531,1002.0370370370371,65.28899158091218,414.73628099535574,371.634468216751,833.8512368388012,896.7354484363003,195.25321028589087,0.4707888343341665,23.616536458333336,27.8076171875,8.004303584229392,0.4303584229390681,0.9900000000000001,94.33962264150944,0,0,0.9726130000000002,27.848981487311878
adaptive_batch,1000.0,poisson,2,500.0,150.0,30000,30000,10738,19262,16629,0.3579333333333333,237.8539422893295,0.2378539422893295,237.84057971014494,14.699563007115907,25666.93535659737,26690.224109465034,42764.538176550705,43050.53351376609,13964.447277942883,0.5440636789679487,33.47984095982143,49.6826171875,8.601760714285714,60.17607142857143,100.0,1.1496269770217846,0,0,0.9726130000000002,69.9126524452229
adaptive,1500.0,poisson,2,100.0,150.0,30000,30000,0,30000,27530,0.0,1462.5487672672825,0.9750325115115217,1496.5,38.21187065328691,354.707217497389,310.0023177695048,782.7270404325925,819.3336342649296,193.32116115164072,0.545016147445784,38.588169642857146,45.41015625,8.001399470899472,0.13994708994708993,0.44,31.413612565445025,0,0,0.9461654135338347,18.823303958225456
fixed,1500.0,poisson,2,100.0,150.0,30000,30000,0,30000,27592,0.0,1464.5033363228417,0.9763355575485612,1500.0,59.40885257860046,401.9931888622365,358.5058799084178,822.846371747,875.3154894569608,194.27164367937564,0.48327098334482665,34.80179398148148,41.9189453125,8.004909523809525,0.4909523809523809,0.9900000000000001,98.36065573770492,0,0,0.9461654135338347,18.840516996895044
adaptive_batch,1500.0,poisson,2,500.0,150.0,30000,30000,11985,18015,15518,0.3995,254.69134108787514,0.16979422739191677,254.78333333333333,129.60135640463378,22893.728066643696,23366.005971611772,42751.65470995055,43050.12479940784,14748.970433245258,0.6442362899703784,34.778752561475414,61.62109375,8.573877704918033,57.387770491803266,100.0,1.245850622406639,0,0,0.9461654135338347,60.92865165229895
adaptive,2000.0,poisson,2,100.0,150.0,30000,30000,0,30000,27690,0.0,1934.2108055187443,0.9671054027593722,1971.2142857142858,98.68222392448054,358.3872245176016,312.758973470824,785.7547774234092,822.0937417488259,193.62438794155716,0.5402658763916056,49.03276231553819,56.9091796875,8.002029166666667,0.20291666666666666,0.45999999999999996,41.49377593360996,0,0,1.0079598662207359,14.315916300846897
fixed,2000.0,poisson,2,100.0,150.0,30000,30000,0,30000,27758,0.0,1940.1363544400028,0.9700681772200014,1979.5,94.65951128609885,394.03289680292403,349.29503196524126,817.9094376617321,863.0253316206342,194.42028734781192,0.4934113088660499,45.58224148220486,53.7841796875,8.005806944444444,0.5806944444444444,0.9900000000000001,98.6842105263158,0,0,1.0079598662207359,14.307241826831298
adaptive_batch,2000.0,poisson,2,500.0,150.0,30000,30000,12168,17832,15483,0.4056,273.493842013711,0.1367469210068555,273.7142857142857,223.7727511468815,20628.147912798297,20299.339315954378,42753.695360751706,43100.277163159284,15120.953933435589,0.7330252816373356,35.43005780147707,72.5341796875,8.554125573192241,55.412557319223986,100.0,1.336531254684455,0,0,1.0079598662207359,56.611877934801164
adaptive,2500.0,poisson,2,100.0,150.0,30000,30000,0,30000,27873,0.0,2397.828447931402,0.9591313791725609,2490.7272727272725,48.82845668069166,362.5707137705712,316.9661833848849,790.195056508596,826.1377166902018,193.8175228576197,0.5345647497063545,59.362897302350426,70.80078125,8.002315384615384,0.23153846153846158,0.62,51.19453924914676,0,0,1.044887029288703,11.624267792821433
fixed,2500.0,poisson,2,100.0,150.0,30000,30000,0,30000,27919,0.0,2380.10777944962,0.952043111779848,2490.909090909091,30.15113445777636,389.9362043129947,345.2187561047857,814.7479198835877,857.6563493017942,194.65792630455826,0.4992045471835949,56.31744902012712,65.771484375,8.004635593220339,0.4635593220338984,0.9900000000000001,98.6842105263158,0,0,1.044887029288703,11.730141063803437
